Nome_Figura_Ed,Nome_Figura_original,x,y,NomeObj,Tipo
C;0,tape_horizontalop2.png,231,161,tape_horizontalop2.png,C
C;1,tape_horizontalop2.png,461,159,tape_horizontalop2.png,C
C;2,LED_Default_2.png,392,123,LED_Default_2.png,C
C;3,tape_horizontalop2.png,1,161,tape_horizontalop2.png,C
F;0,1_A_Gustavo_Sem_Fundo (1).png,141,162,1_A_Gustavo_Sem_Fundo (1).png,F
F;1,1_B_Sara_Sem_Fundo (2).png,585,166,1_B_Sara_Sem_Fundo (2).png,F
